Unnamed: 0,_project,_record_id,_latitude,_longitude,address_no,address_name,address_city,address_municipality,address_state,address_postal_code,hazards_present,wind_speed_ms,wind_damage_rating,surge_damage_rating,year_built,building_code,roof_shape,roof_shape_std,roof_cover,roof_cover_std,number_of_stories,first_floor_elevation_m,fenestration_protection,roof_structure_damage,roof_substrate_damage,roof_cover_damage,wall_structure_damage,wall_substrate_damage,wall_cladding_damage,large_door_present,large_door_failure,fenestration_avg,wind_speed_ms_705,wind_speed_ms_710,wind_speed_ms_716,design_wind_speed,wind_speed_ratio,z0_mean,z0_min,Record ID,0°,45°,90°,135°,180°,225°,270°,315°
0,Tornado Joplin,a740ea3c-7335-4a66-a47a-df884be976ea,37.066352,-94.531372,2230,S Harlem Ave,Joplin,Joplin,MO,64804,Wind,43.92906641,2,0,1900,Unknown,gable,Gable,3-tab,Other,1,0,,0,0,5,0,0,15,no,No,5,51,51,49,51,0.861354243,0.262334132,0.226590391,a740ea3c-7335-4a66-a47a-df884be976ea,0.2539866,0.24533101,0.262125371,0.255408394,0.318974603,0.28655819,0.249698497,0.226590391
1,Tornado Joplin,769b0d03-664e-4438-8565-c9aa97f99ee5,37.065858,-94.531378,2310,S Harlem Ave,Joplin,Joplin,MO,64804,Wind,48.22456093,3,0,1905,Unknown,hip/gable,Combo,3-tab,Other,1,0,,10,5,20,0,0,15,yes,Yes,15,51,51,49,51,0.945579626,0.262658694,0.227563347,769b0d03-664e-4438-8565-c9aa97f99ee5,0.251856122,0.245454563,0.261516777,0.257303426,0.321044117,0.284658783,0.251872417,0.227563347
2,Tornado Joplin,20383476-9aae-46fa-8195-3d746cefc287,37.06556,-94.531277,2318,S Harlem Ave,Joplin,Joplin,MO,64804,Wind,50.86896076,4,0,1995,BOCA NBC 1990,hip/gable,Combo,3-tab,Other,1,0,,80,30,70,0,25,30,yes,Yes,25,51,51,49,51,0.997430603,0.264352142,0.224987963,20383476-9aae-46fa-8195-3d746cefc287,0.257695891,0.247776844,0.265777603,0.262928464,0.326944219,0.283019628,0.245686526,0.224987963
3,Tornado Joplin,a1d4bb79-c558-42b9-a2e5-f1e1f93a1e57,37.065403,-94.531556,2324,S Harlem Ave,Joplin,Joplin,MO,64804,Wind,50.86896076,4,0,1915,Unknown,hip/gable,Combo,unclassified asphlat shingle,Other,1,0,,100,100,100,0,0,5,yes,Yes,15,51,51,49,51,0.997430603,0.263508342,0.226679118,a1d4bb79-c558-42b9-a2e5-f1e1f93a1e57,0.255334261,0.249163895,0.264235363,0.261971087,0.310591462,0.288703201,0.25138835,0.226679118
4,Tornado Joplin,c62e52d3-4c2a-4211-abaa-d453c95123bb,37.061079,-94.540733,2631,S Oliver Ave,Joplin,Joplin,MO,64804,Wind,77.72580316,4,0,1972,BOCA BBC 1970,hip/gable,Combo,unclassified asphlat shingle,Other,1,0,,100,100,100,95,100,100,yes,Yes,25,51,51,49,51,1.524035356,0.261674907,0.168088183,c62e52d3-4c2a-4211-abaa-d453c95123bb,0.244242245,0.247107238,0.267982187,0.306222568,0.325960755,0.28876545,0.245030634,0.168088183
5,Tornado Joplin,7fadaaa9-2cfb-402c-b45a-e3d6be39997c,37.063846,-94.529793,2431,S Porter Ave,Joplin,Joplin,MO,64804,Wind,72.96225299,4,0,1900,Unknown,hip/gable,Combo,unclassified asphlat shingle,Other,2,0,,100,80,80,100,100,100,yes,Yes,25,51,51,49,51,1.430632412,0.265498692,0.218211878,7fadaaa9-2cfb-402c-b45a-e3d6be39997c,0.250360167,0.248657748,0.266536604,0.267657883,0.314820877,0.30537976,0.252364618,0.218211878
6,Tornado Joplin,f82c315d-2614-43f3-a1de-e063bea9bae0,37.059211,-94.54212,2221,W 29th St,Joplin,Joplin,MO,64804,Wind,66.05289828,4,0,2003,IRC 2000,hip/gable,Combo,laminated,Asphalt shingles,1,0,,100,100,100,100,100,100,yes,Yes,25,51,51,49,51,1.295154868,0.264234581,0.180460256,f82c315d-2614-43f3-a1de-e063bea9bae0,0.25582138,0.244418921,0.286945955,0.305340071,0.282170558,0.308866917,0.249852588,0.180460256
7,Tornado Joplin,50f782ef-1911-4235-a972-c3829333fc42,37.065676,-94.54044,2320,S Willard Ave,Joplin,Joplin,MO,64804,Wind,41.63581452,4,0,1992,BOCA NBC 1990,hip,Hip,3-tab,Other,1,0,,20,15,15,0,0,0,no,No,15,51,51,49,51,0.81638852,0.259351302,0.188793011,50f782ef-1911-4235-a972-c3829333fc42,0.236096317,0.249892061,0.267471027,0.266089561,0.361947523,0.265624148,0.23889677,0.188793011
8,Tornado Joplin,69eba404-a56c-458f-9e23-7ce85db148d9,37.057569,-94.551323,3030,Sunset S Dr,Joplin,Joplin,MO,64804,Wind,75.67103901,4,0,2004,IRC 2000,gable,Gable,laminated,Asphalt shingles,1,0,,100,100,100,65,75,90,yes,Yes,25,51,51,49,51,1.483745863,0.258434677,0.164576023,69eba404-a56c-458f-9e23-7ce85db148d9,0.207525903,0.245248363,0.27465171,0.322156486,0.298332131,0.31630396,0.238682837,0.164576023
9,Tornado Joplin,3a09cbd3-6b92-41e3-895f-7500e6e34de6,37.058913,-94.542175,2222,W 29th St,Joplin,Joplin,MO,64804,Wind,61.87440391,4,0,1996,BOCA NBC 1990,hip/gable,Combo,laminated,Asphalt shingles,1,0,,50,50,60,0,0,20,yes,Yes,10,51,51,49,51,1.213223606,0.263369778,0.185593855,3a09cbd3-6b92-41e3-895f-7500e6e34de6,0.25553129,0.244029912,0.288452824,0.306573363,0.265153522,0.31219127,0.249432186,0.185593855
10,Tornado Joplin,be47be15-02f7-4eb3-9220-1066b2ac50c8,37.065265,-94.531419,2328,S Harlem Ave,Joplin,Joplin,MO,64804,Wind,53.98713154,4,0,1957,Unknown,hip,Hip,unclassified asphlat shingle,Other,1,0,,100,100,100,25,30,60,yes,Yes,20,51,51,49,51,1.058571207,0.263662291,0.227264314,be47be15-02f7-4eb3-9220-1066b2ac50c8,0.251663234,0.246196128,0.261388794,0.257491764,0.318773314,0.290902617,0.25561816,0.227264314
11,Tornado Joplin,59e8ab2b-97fb-42f2-9b5d-902bd92799b6,37.059237,-94.542333,2225,W 29th St,Joplin,Joplin,MO,64804,Wind,71.29692748,4,0,1986,BOCA NBC 1984,hip/gable,Combo,laminated,Asphalt shingles,1,0,,60,60,70,50,80,90,yes,Yes,20,51,51,49,51,1.39797897,0.262299259,0.180364697,59e8ab2b-97fb-42f2-9b5d-902bd92799b6,0.250261879,0.240969539,0.282774291,0.303044739,0.277051672,0.312240943,0.251686312,0.180364697
12,Tornado Joplin,5c87aa1b-1645-4ad3-963a-66333b70cece,37.057614,-94.551912,3031,S Kelley Dr,Joplin,Joplin,MO,64804,Wind,75.67103901,4,0,2003,IRC 2000,hip/gable,Combo,unclassified asphlat shingle,Other,1,0,,100,100,100,80,80,80,yes,Yes,20,51,51,49,51,1.483745863,0.255934343,0.161905466,5c87aa1b-1645-4ad3-963a-66333b70cece,0.200152159,0.245322681,0.278192145,0.321675064,0.2853143,0.318151857,0.236761075,0.161905466
13,Tornado Joplin,93ad8a3a-4d5b-408f-990f-eb2c3458d962,37.06949,-94.45667,4218,E 20th St,Joplin,Joplin,MO,64804,Wind,74.3181104,4,0,1958,Unknown,hip,Hip,unclassified asphlat shingle,Other,1,0,,100,100,100,50,60,70,yes,Yes,25,51,51,49,51,1.457217851,0.24483625,0.193565666,93ad8a3a-4d5b-408f-990f-eb2c3458d962,0.244709937,0.245633211,0.252115795,0.193565666,0.287181724,0.234809509,0.253748853,0.246925306
14,Tornado Joplin,20c1fd09-3d99-4824-a407-fd17ffa462f0,37.068043,-94.51618,2105,S Wall Ave,Joplin,Joplin,MO,64804,Wind,40.55914426,2,0,1920,Unknown,gable,Gable,laminated,Asphalt shingles,2,0,,0,0,20,0,0,10,no,No,10,51,51,49,51,0.795277338,0.262857073,0.249811097,20c1fd09-3d99-4824-a407-fd17ffa462f0,0.254997241,0.25001655,0.262830753,0.252389318,0.297576035,0.267358598,0.267876992,0.249811097
15,Tornado Joplin,bd746935-8211-47f1-a907-d8d8a24ae03d,37.068425,-94.491664,2014,Delaware Ave,Joplin,Joplin,MO,64804,Wind,74.09601167,4,0,1996,BOCA NBC 1990,gable,Gable,laminated,Asphalt shingles,1,0,,100,100,100,50,50,60,yes,Yes,25,51,51,49,51,1.452862974,0.251091008,0.243882679,bd746935-8211-47f1-a907-d8d8a24ae03d,0.24764371,0.243984546,0.259378243,0.258984071,0.244797312,0.246956648,0.263100855,0.243882679
16,Tornado Joplin,cdbf4ebf-aebc-404d-a18f-12af0e183579,37.057014,-94.553469,3101,Abigail Ln,Joplin,Joplin,MO,64804,Wind,66.2992767,4,0,2004,IRC 2000,complex,Complex,laminated,Asphalt shingles,2,0,,40,50,70,0,0,5,yes,Yes,20,51,51,49,51,1.299985818,0.261198927,0.155643176,cdbf4ebf-aebc-404d-a18f-12af0e183579,0.212898275,0.252390053,0.28520925,0.338723008,0.282863256,0.329502522,0.232361871,0.155643176
17,Tornado Joplin,ae356b89-c2fb-4231-8cd2-cc0861055e5f,37.061157,-94.516646,2631,S Wall Ave,Joplin,Joplin,MO,64804,Wind,63.98257588,4,0,1937,Unknown,gable,Gable,unclassified asphlat shingle,Other,2,0,,100,100,100,0,0,30,yes,Yes,25,51,51,49,51,1.254560311,0.270926317,0.241422806,ae356b89-c2fb-4231-8cd2-cc0861055e5f,0.251452448,0.241422806,0.257002549,0.265805388,0.306352776,0.322016838,0.272607787,0.250749941
18,Tornado Joplin,a0dd0258-b4fd-4ab2-bc0e-186c11042d3c,37.067434,-94.531757,2202,S Harlem Ave,Joplin,Joplin,MO,64804,Wind,38.16612005,3,0,1925,Unknown,gable,Gable,3-tab,Other,1,0,,0,0,70,0,0,0,yes,Yes,10,51,51,49,51,0.748355295,0.261178136,0.227459223,a0dd0258-b4fd-4ab2-bc0e-186c11042d3c,0.243356799,0.248544919,0.264354862,0.259742419,0.326941003,0.27436601,0.244659856,0.227459223
19,Tornado Joplin,f0d5b643-3265-435e-9e75-4b33d778976d,37.068171,-94.516197,2101,S Wall Ave,Joplin,Joplin,MO,64804,Wind,40.55914426,3,0,1900,Unknown,hip/gable,Combo,unclassified asphlat shingle,Other,2,0,,0,0,50,0,0,40,no,No,20,51,51,49,51,0.795277338,0.260974655,0.247863377,f0d5b643-3265-435e-9e75-4b33d778976d,0.251282409,0.247863377,0.264608881,0.25059818,0.292218564,0.263678198,0.26887841,0.24866922
20,Tornado Joplin,617153e7-a3fc-44fa-b1d8-1d045f1a1d7f,37.063667,-94.507787,2437,Iowa Ave,Joplin,Joplin,MO,64804,Wind,69.77310061,4,0,1971,BOCA BBC 1970,hip,Hip,unclassified asphlat shingle,Other,1,0,,100,100,100,90,90,90,yes,Yes,25,51,51,49,51,1.368100012,0.260192558,0.24348898,617153e7-a3fc-44fa-b1d8-1d045f1a1d7f,0.252330949,0.24348898,0.262476111,0.25801074,0.292154663,0.259832037,0.261570966,0.251676018
21,Tornado Joplin,33bf4b86-7964-4814-9649-f17b8a4e7dca,37.070569,-94.482418,1814,Texas Ave,Joplin,Joplin,MO,64804,Wind,76.47042468,4,0,1970,BOCA BBC 1970,hip/gable,Combo,laminated,Asphalt shingles,1,0,,100,100,100,100,100,100,yes,Yes,25,51,51,49,51,1.499420092,0.249899115,0.237345759,33bf4b86-7964-4814-9649-f17b8a4e7dca,0.257654722,0.259525116,0.237345759,0.240353313,0.248985097,0.247847355,0.26523333,0.242248223
22,Tornado Joplin,ae394621-ff8a-43b2-9154-376db5362a7f,37.069114,-94.516149,2011,S Wall Ave,Joplin,Joplin,MO,64804,Wind,36.31852419,0,0,1928,Unknown,gable,Gable,3-tab,Other,1,0,,0,0,0,0,0,0,no,No,0,51,51,49,51,0.712127925,0.259190497,0.244410125,ae394621-ff8a-43b2-9154-376db5362a7f,0.255412055,0.249333401,0.265685629,0.250029501,0.289977353,0.256378962,0.262296949,0.244410125
23,Tornado Joplin,fd5fe4ce-a6b5-4aa7-9921-84a63bd42a1f,37.066688,-94.530997,2217,S Harlem Ave,Joplin,Joplin,MO,64804,Wind,42.33629414,3,0,1960,Unknown,gable,Gable,3-tab,Other,1,0,,0,0,100,0,0,50,no,No,0,51,51,49,51,0.830123415,0.259627769,0.229213585,fd5fe4ce-a6b5-4aa7-9921-84a63bd42a1f,0.253276397,0.244486194,0.262349545,0.255198239,0.299327805,0.284945266,0.248225123,0.229213585
24,Tornado Joplin,d17a666e-5dea-43d0-ac24-34633ff91c0a,37.069256,-94.516129,2007,S Wall Ave,Joplin,Joplin,MO,64804,Wind,36.31852419,2,0,1930,Unknown,hip,Hip,3-tab,Other,2,0,,0,0,50,0,0,0,no,No,20,51,51,49,51,0.712127925,0.259273702,0.247124555,d17a666e-5dea-43d0-ac24-34633ff91c0a,0.251851917,0.248407384,0.264421781,0.249080364,0.285267032,0.259367899,0.268668686,0.247124555
25,Tornado Joplin,73da0dea-a8d4-4fed-8cc1-f694431a5500,37.057879,-94.554493,3031,Jessica Dr,Joplin,Joplin,MO,64804,Wind,77.03928561,4,0,1999,BOCA NBC 1996,hip/gable,Combo,unclassified asphlat shingle,Other,2,0,,90,90,100,30,40,50,yes,Yes,25,51,51,49,51,1.510574228,0.253789478,0.148617656,73da0dea-a8d4-4fed-8cc1-f694431a5500,0.20867398,0.253518835,0.279343647,0.333311615,0.264916938,0.326126853,0.215806297,0.148617656
26,Tornado Joplin,ea762434-b36e-40ae-a060-40ca39dcda33,37.061918,-94.516544,2605,S Wall Ave,Joplin,Joplin,MO,64804,Wind,75.95121714,4,0,1908,Unknown,hip,Hip,unclassified asphlat shingle,Other,1,0,,100,100,100,100,100,100,yes,Yes,25,51,51,49,51,1.489239552,0.268457021,0.242387808,ea762434-b36e-40ae-a060-40ca39dcda33,0.247000588,0.242387808,0.257306649,0.263651385,0.295097239,0.314965727,0.270446178,0.256800593
27,Tornado Joplin,f5a37cc4-af8d-4d01-8664-b8c8dc3c7e42,37.066924,-94.531434,2214,S Harlem Ave,Joplin,Joplin,MO,64804,Wind,40.66225025,3,0,1915,Unknown,gable,Gable,laminated,Asphalt shingles,2,0,,0,0,60,0,0,10,no,No,5,51,51,49,51,0.797299025,0.265429179,0.229210511,f5a37cc4-af8d-4d01-8664-b8c8dc3c7e42,0.260280035,0.250451496,0.262542424,0.261394573,0.327595861,0.284808621,0.247149913,0.229210511
28,Tornado Joplin,2d25303a-550f-4897-9bd4-b243e24d9784,37.058392,-94.554354,3320,Sunset Dr,Joplin,Joplin,MO,64804,Wind,77.77944467,4,0,1991,BOCA NBC 1990,hip,Hip,laminated,Asphalt shingles,2,0,,100,100,100,50,75,75,yes,Yes,20,51,51,49,51,1.52508715,0.256794153,0.151367588,2d25303a-550f-4897-9bd4-b243e24d9784,0.217579339,0.253378979,0.274123514,0.325870696,0.286693235,0.326822976,0.218516898,0.151367588
29,Tornado Joplin,d05b58d1-95b8-45bd-99c9-85c62082744e,37.057804,-94.555678,3025,Sunset W Dr,Joplin,Joplin,MO,64804,Wind,77.03928561,4,0,1995,BOCA NBC 1990,gable,Gable,laminated,Asphalt shingles,2,0,,90,90,100,0,0,0,yes,Yes,25,51,51,49,51,1.510574228,0.250733116,0.146408498,d05b58d1-95b8-45bd-99c9-85c62082744e,0.189001426,0.249235804,0.27207604,0.335479002,0.271756248,0.324393553,0.217514355,0.146408498
30,Tornado Joplin,2e582ce6-8629-4130-afb7-fcbfcc490d5b,37.065185,-94.502585,2244,Wisconsin Ave,Joplin,Joplin,MO,64804,Wind,62.42547065,4,0,1962,BOCA BBC 1960,hip/gable,Combo,unclassified asphlat shingle,Other,1,0,,100,100,100,100,100,100,yes,Yes,25,51,51,49,51,1.224028836,0.261742018,0.245982309,2e582ce6-8629-4130-afb7-fcbfcc490d5b,0.255194824,0.245982309,0.261129856,0.261835392,0.291946135,0.266701308,0.263654141,0.247492183
31,Tornado Joplin,b6d04741-b1cf-406f-b6df-d6f8144e06d5,37.067172,-94.516329,2129,S Wall Ave,Joplin,Joplin,MO,64804,Wind,45.82951152,2,0,1900,Unknown,hip,Hip,laminated?,Asphalt shingles,2,0,,0,0,20,0,0,30,no,No,10,51,51,49,51,0.898617873,0.258108646,0.233957128,b6d04741-b1cf-406f-b6df-d6f8144e06d5,0.233957128,0.247800077,0.263401674,0.253318135,0.293153607,0.266789652,0.259578968,0.246869924
32,Tornado Joplin,713a2eaa-f4c6-45f9-a272-5a34c0b195dc,37.061167,-94.516996,2630,S Wall Ave,Joplin,Joplin,MO,64804,Wind,64.85469163,4,0,1910,Unknown,hip/gable,Combo,unclassified asphlat shingle,Other,1,0,,100,100,100,0,20,40,no,No,20,51,51,49,51,1.27166062,0.271126698,0.242219446,713a2eaa-f4c6-45f9-a272-5a34c0b195dc,0.251864336,0.242219446,0.258087281,0.265595555,0.305279661,0.323422138,0.271044522,0.251500643
33,Tornado Joplin,6f793e3b-874b-4fa7-a86b-246c56b6f943,37.062111,-94.516489,2601,S Wall Ave,Joplin,Joplin,MO,64804,Wind,75.95121714,4,0,1954,Unknown,hip,Hip,unclassified asphlat shingle,Other,1,0,,100,100,100,100,100,100,yes,Yes,25,51,51,49,51,1.489239552,0.268671928,0.242460914,6f793e3b-874b-4fa7-a86b-246c56b6f943,0.248942736,0.242460914,0.260328693,0.260733051,0.297989838,0.312385981,0.270865309,0.255668901
34,Tornado Joplin,1431d6eb-8803-4c97-a3a3-3a8577abe77b,37.063715,-94.507784,2427,Iowa Ave,Joplin,Joplin,MO,64804,Wind,69.77310061,4,0,1971,BOCA BBC 1970,hip,Hip,unclassified asphlat shingle,Other,2,0,,100,100,100,90,90,90,yes,Yes,25,51,51,49,51,1.368100012,0.25880605,0.239799949,1431d6eb-8803-4c97-a3a3-3a8577abe77b,0.239799949,0.242509882,0.260738705,0.259052166,0.293024649,0.259611652,0.261743843,0.253967551
35,Tornado Joplin,d6304635-1442-459e-8358-8daedc2b8c79,37.061634,-94.540767,2609,S Oliver Ave,Joplin,Joplin,MO,64804,Wind,76.76272902,4,0,1965,BOCA BBC 1960,hip/gable,Combo,unclassified asphlat shingle,Other,1,0,,100,100,100,100,100,100,yes,Yes,25,51,51,49,51,1.505151549,0.262738095,0.171363641,d6304635-1442-459e-8358-8daedc2b8c79,0.239020604,0.248869157,0.267292784,0.305270578,0.331727644,0.289393047,0.248967308,0.171363641
36,Tornado Joplin,ccacd599-ae27-4cc1-8cfe-c4b1945a8f69,37.06696,-94.502058,2115,Wisconsin Ave,Joplin,Joplin,MO,64804,Wind,77.56466328,4,0,1959,Unknown,complex,Complex,unclassified asphlat shingle,Other,1,0,,100,100,100,100,100,100,yes,Yes,25,51,51,49,51,1.520875751,0.258488349,0.239484819,ccacd599-ae27-4cc1-8cfe-c4b1945a8f69,0.239484819,0.248703525,0.261473438,0.25578921,0.289220723,0.260977223,0.264299234,0.247958617
37,Tornado Joplin,cd65c5b0-7603-4952-b557-2504a9328c62,37.068838,-94.516137,2017,S Wall Ave,Joplin,Joplin,MO,64804,Wind,37.26589471,3,0,1920,Unknown,gable,Gable,3-tab,Other,1,0,,10,10,40,0,0,0,no,No,0,51,51,49,51,0.730703818,0.261724009,0.249964146,cd65c5b0-7603-4952-b557-2504a9328c62,0.255332318,0.250304516,0.263378847,0.251354483,0.292197422,0.26349996,0.267760376,0.249964146
38,Tornado Joplin,be311104-8bff-4502-b174-02cac623f05a,37.067877,-94.516171,2111,S Wall Ave,Joplin,Joplin,MO,64804,Wind,42.0197066,2,0,1920,Unknown,hip/gable,Combo,3-tab,Other,1,0,,0,0,20,0,0,10,no,No,0,51,51,49,51,0.823915816,0.261403195,0.248634066,be311104-8bff-4502-b174-02cac623f05a,0.252540424,0.248634066,0.262611931,0.249383441,0.293904106,0.266065018,0.268294633,0.249791943
39,Tornado Joplin,c26b3c72-3aca-4bde-8294-b1cbba165827,37.067614,-94.530962,2131,S Harlem Ave,Joplin,Joplin,MO,64804,Wind,38.16612005,2,0,1915,Unknown,gable,Gable,laminated,Asphalt shingles,1,0,,0,0,20,0,0,0,no,No,0,51,51,49,51,0.748355295,0.259709519,0.232563214,c26b3c72-3aca-4bde-8294-b1cbba165827,0.251105813,0.24631429,0.257961689,0.251612672,0.312050216,0.279015847,0.24705241,0.232563214
40,Tornado Joplin,0d8cef59-6871-4d1a-b978-c4b8bcaa917e,37.069919,-94.508397,1915,Missouri Ave,Joplin,Joplin,MO,64804,Wind,44.5634522,4,0,2004,IRC 2000,gable,Gable,laminated,Asphalt shingles,2,0,,30,30,50,0,10,20,yes,Yes,10,51,51,49,51,0.87379318,0.254352834,0.242403282,0d8cef59-6871-4d1a-b978-c4b8bcaa917e,0.246191665,0.24868136,0.263841731,0.24449674,0.270302875,0.252273113,0.266631907,0.242403282
41,Tornado Joplin,0e73165c-7050-48e2-8cb7-358bd07926cb,37.062878,-94.516408,2511,S Wall Ave,Joplin,Joplin,MO,64804,Wind,77.76689572,4,0,1939,Unknown,hip,Hip,unclassified asphlat shingle,Other,1,0,,100,100,100,75,75,75,yes,Yes,25,51,51,49,51,1.524841093,0.26759924,0.244286842,0e73165c-7050-48e2-8cb7-358bd07926cb,0.24874098,0.244286842,0.26042058,0.258101024,0.297390252,0.305041203,0.270586984,0.256226057
42,Tornado Joplin,cc3c4421-97c4-4594-bee8-1ef30b76c6b8,37.069579,-94.531578,2010,S Harlem Ave,Joplin,Joplin,MO,64804,Wind,32.51344751,1,0,1900,Unknown,hip/gable,Combo,unclassified asphlat shingle,Other,1,0,,0,0,10,0,0,0,no,No,0,51,51,49,51,0.637518579,0.26123603,0.237154711,cc3c4421-97c4-4594-bee8-1ef30b76c6b8,0.242236189,0.246697402,0.264460303,0.255350678,0.326653305,0.276293461,0.237154711,0.24104219
43,Tornado Joplin,15bcf0c5-d70f-4cc6-9b65-8a8fc4f7b351,37.058919,-94.543594,2301,W 29th St,Joplin,Joplin,MO,64804,Wind,68.0850122,4,0,1967,BOCA BBC 1965,hip/gable,Combo,unclassified asphlat shingle,Other,1,0,,100,100,100,100,100,100,yes,Yes,25,51,51,49,51,1.335000239,0.264066563,0.176159406,15bcf0c5-d70f-4cc6-9b65-8a8fc4f7b351,0.256626779,0.247544187,0.286193294,0.313794949,0.282066672,0.30864978,0.241497433,0.176159406
44,Tornado Joplin,fbfc0b75-cdae-4207-b145-1470606b99a5,37.067466,-94.516198,2121,S Wall Ave,Joplin,Joplin,MO,64804,Wind,43.85198797,3,0,1900,Unknown,gable,Gable,3-tab,Other,1,0,,0,0,70,0,0,0,no,No,20,51,51,49,51,0.859842901,0.263360737,0.248390865,fbfc0b75-cdae-4207-b145-1470606b99a5,0.255749239,0.250682041,0.262862967,0.252308472,0.300437406,0.27010667,0.266348238,0.248390865
45,Tornado Joplin,6f409bc8-e2d3-4be0-ac93-69aefcdda742,37.065681,-94.058,2308,Iowa Ave,Joplin,Joplin,MO,64804,Wind,37.09732781,4,0,1986,BOCA NBC 1984,hip,Hip,unclassified asphlat shingle,Other,1,0,,100,100,100,100,100,100,yes,Yes,25,51,51,48,51,0.727398585,0.137091188,0.086723575,6f409bc8-e2d3-4be0-ac93-69aefcdda742,0.190567644,0.116421677,0.153758778,0.211860914,0.151570852,0.087382471,0.086723575,0.098443595
46,Tornado Joplin,2602b4c6-cfde-4d4c-914b-98e016377c56,37.069346,-94.51547,2004,S Joplin Ave,Joplin,Joplin,MO,64804,Wind,36.96450498,2,0,1930,Unknown,hip/gable,Combo,laminated?,Asphalt shingles,1,0,,0,0,30,0,0,0,no,No,10,51,51,49,51,0.724794215,0.257723973,0.244181386,2602b4c6-cfde-4d4c-914b-98e016377c56,0.254313009,0.247089058,0.264813382,0.247019018,0.288120884,0.253560459,0.262694586,0.244181386
47,Tornado Joplin,9dac9f1a-5c21-4da5-beb0-94fd128e532b,37.065991,-94.491286,2209,Delaware Ave,Joplin,Joplin,MO,64804,Wind,48.73737627,3,0,1994,BOCA NBC 1990,gable,Gable,laminated,Asphalt shingles,1,0,,0,20,60,0,0,0,yes,Yes,20,51,51,49,51,0.955634829,0.254046212,0.241100156,9dac9f1a-5c21-4da5-beb0-94fd128e532b,0.246961977,0.241100156,0.25116095,0.269957552,0.252591307,0.255990319,0.264476401,0.250131031
48,Tornado Joplin,c25a77cc-c1ef-455a-a0a5-a83142d2e2d7,37.071788,-94.516041,1801,S Wall Ave,Joplin,Joplin,MO,64804,Wind,30.88300528,2,0,1950,Unknown,hip/gable,Combo,3-tab,Other,1,0,,0,0,0,0,0,0,yes,Yes,10,51,51,49,51,0.605549123,0.257104429,0.244286267,c25a77cc-c1ef-455a-a0a5-a83142d2e2d7,0.258592376,0.248398291,0.26625023,0.247796549,0.273708369,0.250642374,0.267160979,0.244286267
49,Tornado Joplin,dbe75c20-8a7d-400b-b1ff-0fc49b2fa564,37.065836,-94.516231,2301,S Wall Ave,Joplin,Joplin,MO,64804,Wind,61.8597494,4,0,1930,Unknown,hip/gable,Combo,unclassified asphlat shingle,Other,1,0,,100,100,100,80,80,80,yes,Yes,25,51,51,49,51,1.212936263,0.263184244,0.244915607,dbe75c20-8a7d-400b-b1ff-0fc49b2fa564,0.248874117,0.244915607,0.261025129,0.249838377,0.298004074,0.284588709,0.267093365,0.251134571
50,Tornado Joplin,e2b718db-f0ca-4360-a463-3df57eb9f65a,37.06571,-94.516265,2307,S Wall Ave,Joplin,Joplin,MO,64804,Wind,61.8597494,4,0,1930,Unknown,hip/gable,Combo,unclassified asphlat shingle,Other,1,0,,100,100,100,0,15,15,yes,Yes,25,51,51,49,51,1.212936263,0.262043725,0.242943092,e2b718db-f0ca-4360-a463-3df57eb9f65a,0.246283123,0.242943092,0.256987005,0.251693252,0.293692217,0.285729032,0.26737299,0.251649093
51,Tornado Joplin,e13d0902-e41a-4d45-978a-caaf13bea729,37.061639,-94.516408,2609,S Wall Ave,Joplin,Joplin,MO,64804,Wind,73.5953624,4,0,1937,Unknown,hip/gable,Combo,unclassified asphlat shingle,Other,1,0,,100,100,100,0,0,20,yes,Yes,25,51,51,49,51,1.443046322,0.269541958,0.248145076,e13d0902-e41a-4d45-978a-caaf13bea729,0.252125404,0.248501847,0.265217828,0.268760046,0.303444007,0.307381962,0.262759494,0.248145076
52,Tornado Joplin,4f86d8a6-9bf4-4e64-b7cd-332eaaae3ddb,37.05801,-94.550735,3017,Sunset S Dr,Joplin,Joplin,MO,64804,Wind,77.03928561,4,0,2007,IRC 2000,complex,Complex,unclassified asphlat shingle,Other,1,0,,100,100,100,0,0,5,yes,Yes,25,51,51,49,51,1.510574228,0.259306456,0.163266014,4f86d8a6-9bf4-4e64-b7cd-332eaaae3ddb,0.220700083,0.249039082,0.278959078,0.323254502,0.296979375,0.309418731,0.232834786,0.163266014
53,Tornado Joplin,6cbcc782-5222-49cb-b03c-a43a136d8003,37.058363,-94.55633,3002,Sunset Dr,Joplin,Joplin,MO,64804,Wind,77.77944467,4,0,1993,BOCA NBC 1990,hip/gable,Combo,laminated,Asphalt shingles,1,0,,90,90,95,25,40,80,yes,Yes,25,51,51,49,51,1.52508715,0.247747872,0.144843874,6cbcc782-5222-49cb-b03c-a43a136d8003,0.192208531,0.24518029,0.270077912,0.327813783,0.27568351,0.307988275,0.218186802,0.144843874
54,Tornado Joplin,e1e96a31-48de-40a1-9766-e499b428ada7,37.059732,-94.54814,2805,S Oliver Ave,Joplin,Joplin,MO,64804,Wind,76.97013117,4,0,1946,Unknown,gable,Gable,unclassified asphlat shingle,Other,1,0,,40,40,100,0,0,0,yes,Yes,25,51,51,49,51,1.509218258,0.256748841,0.167446502,e1e96a31-48de-40a1-9766-e499b428ada7,0.247031709,0.246735327,0.268687729,0.318855563,0.277966074,0.289835519,0.237432308,0.167446502
