Unnamed: 0,_project,_record_id,_latitude,_longitude,address_no,address_name,address_city,address_municipality,address_state,address_postal_code,hazards_present,wind_speed_ms,wind_damage_rating,surge_damage_rating,year_built,building_code,roof_shape,roof_shape_std,roof_cover,roof_cover_std,number_of_stories,first_floor_elevation_m,fenestration_protection,roof_structure_damage,roof_substrate_damage,roof_cover_damage,wall_structure_damage,wall_substrate_damage,wall_cladding_damage,large_door_present,large_door_failure,fenestration_avg,wind_speed_ms_705,wind_speed_ms_710,wind_speed_ms_716,design_wind_speed,wind_speed_ratio,z0_mean,z0_min,Record ID,0°,45°,90°,135°,180°,225°,270°,315°
754,Tornado Garland-Rowlett,7b503d9c-ebd5-45cf-ae96-81962a36533b,32.90933376,-96.52341412,8106,LUNA CT, Rowlett, Rowlett,TX,75088,Wind,37.99731784,1,0,1994,No data,hip,Hip,3 tab shingles,Asphalt shingles,2,0,,0,0,10,0,0,0,no,No,0,51,51,48,51,0.745045448,0.148102389,0.056007222,7b503d9c-ebd5-45cf-ae96-81962a36533b,0.198816172,0.10684573,0.116556011,0.056007222,0.207273786,0.133699726,0.15144695,0.21417352
755,Tornado Garland-Rowlett,2ca84acb-ceab-48a8-aad6-64743492b700,32.90938088,-96.52319079,8110,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,2,0,1992,No data,hip,Hip,3 tab shingles,Asphalt shingles,2,0,,0,0,20,0,0,0,no,No,10,51,51,48,51,0.745045448,0.146217701,0.055139493,2ca84acb-ceab-48a8-aad6-64743492b700,0.191777382,0.10551836,0.115260427,0.055139493,0.199506226,0.134597372,0.15322486,0.214717488
756,Tornado Garland-Rowlett,1edca3ca-6b16-4fe0-b1bf-ebb84521b93b,32.90934416,-96.52296905,8114,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,2,0,1992,No data,hip,Hip,laminated asphalt shingles,Asphalt shingles,1,0,,0,0,30,0,0,0,no,No,10,51,51,48,51,0.745045448,0.144907885,0.052088106,1edca3ca-6b16-4fe0-b1bf-ebb84521b93b,0.189766148,0.101081685,0.109048609,0.052088106,0.196640811,0.135176824,0.155797917,0.219662979
757,Tornado Garland-Rowlett,a4c67cf5-b01f-4ab6-adf8-ab0d2ab6180a,32.90932954,-96.52275616,8118,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,49.17299955,2,0,1992,No data,hip,Hip,laminated asphalt shingles,Asphalt shingles,1,0,,0,0,20,0,0,0,no,No,0,51,51,48,51,0.964176462,0.146102736,0.052383753,a4c67cf5-b01f-4ab6-adf8-ab0d2ab6180a,0.193234608,0.101622439,0.110266072,0.052383753,0.198423166,0.138145658,0.152720717,0.222025479
758,Tornado Garland-Rowlett,e129dd8a-5ae1-4d29-a24e-bcd32b50cbcb,32.90932954,-96.52254361,8202,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,49.17299955,4,0,1994,No data,hip,Hip,3 tab shingles,Asphalt shingles,2,0,,20,30,50,0,0,0,no,No,0,51,51,48,51,0.964176462,0.143035203,0.051872725,e129dd8a-5ae1-4d29-a24e-bcd32b50cbcb,0.186334373,0.100511438,0.1082626,0.051872725,0.191032104,0.13393586,0.153488899,0.218843621
759,Tornado Garland-Rowlett,9959c281-8a68-45d6-a409-5810a1f74e50,32.90933153,-96.52233288,8206,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,49.17299955,4,0,1992,No data,hip,Hip,laminated asphalt shingles,Asphalt shingles,1,0,,60,50,90,0,0,0,no,No,5,51,51,48,51,0.964176462,0.141454706,0.049334172,9959c281-8a68-45d6-a409-5810a1f74e50,0.184250744,0.095681229,0.102186034,0.049334172,0.188292911,0.134618099,0.155011654,0.222262807
760,Tornado Garland-Rowlett,acda7c6e-b079-4a61-b0e0-27e0cffea814,32.90933222,-96.52211951,8210,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,49.17299955,2,0,1995,No data,hip,Hip,laminated asphalt shingles,Asphalt shingles,1.5,0,,0,0,0,0,0,0,no,No,5,51,51,48,51,0.964176462,0.142678422,0.049639667,acda7c6e-b079-4a61-b0e0-27e0cffea814,0.18745732,0.096704615,0.1029794,0.049639667,0.190746714,0.137001479,0.151779261,0.225118922
761,Tornado Garland-Rowlett,adde55bb-72b8-4263-a368-e336877f33ee,32.90933368,-96.52190742,8214,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,49.17299955,1,0,1995,No data,hip,Hip,3 tab shingles,Asphalt shingles,1,0,,0,0,5,0,0,0,no,No,5,51,51,48,51,0.964176462,0.13946809,0.048735516,adde55bb-72b8-4263-a368-e336877f33ee,0.18120042,0.09623053,0.101174776,0.048735516,0.182830065,0.133152759,0.152300297,0.220120357
762,Tornado Garland-Rowlett,6a286ca6-87bd-433a-81ce-bce5269c7671,32.90933473,-96.52169565,8218,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,49.17299955,4,0,1992,No data,hip,Hip,3 tab shingles,Asphalt shingles,2,0,,55,70,70,0,5,10,no,No,10,51,51,48,51,0.964176462,0.138276888,0.046645792,6a286ca6-87bd-433a-81ce-bce5269c7671,0.179083907,0.091826848,0.095851209,0.046645792,0.179771023,0.133669695,0.153863939,0.225502693
763,Tornado Garland-Rowlett,c967b11c-6c4a-436c-87f5-c75808195e1d,32.90933651,-96.52148466,8302,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,49.17299955,4,0,1995,No data,hip,Hip,3 tab shingles,Asphalt shingles,2,0,,100,100,100,5,40,40,yes,Yes,15,51,51,48,51,0.964176462,0.139139252,0.046485241,c967b11c-6c4a-436c-87f5-c75808195e1d,0.182092857,0.091786152,0.095792524,0.046485241,0.181945966,0.136860588,0.152872167,0.225278519
764,Tornado Garland-Rowlett,53614523-2a61-4820-b829-f86fedc706ed,32.90933709,-96.52127003,8306,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,49.17299955,2,0,1995,No data,hip,Hip,3 tab shingles,Asphalt shingles,2,0,,0,0,10,0,0,0,no,No,5,51,51,48,51,0.964176462,0.135735888,0.045686589,53614523-2a61-4820-b829-f86fedc706ed,0.176501647,0.090366444,0.09325748,0.045686589,0.174214199,0.13247634,0.152181539,0.221202863
765,Tornado Garland-Rowlett,24735bb6-1628-4b20-9173-b85c79bde010,32.90933912,-96.52105953,8310,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,4,0,1995,No data,hip,Hip,laminated asphalt shingles,Asphalt shingles,2,0,,60,80,80,0,0,5,yes,Yes,0,51,51,48,51,0.745045448,0.134790629,0.043698906,24735bb6-1628-4b20-9173-b85c79bde010,0.179301913,0.08676437,0.089852955,0.043698906,0.166146719,0.133602626,0.153092089,0.225865456
766,Tornado Garland-Rowlett,6879b716-01ad-4794-b54f-3f7a242225fa,32.90933978,-96.52084698,8314,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,4,0,1996,No data,hip,Hip,3 tab shingles,Asphalt shingles,2,0,,85,90,90,30,40,45,yes,Yes,15,51,51,48,51,0.745045448,0.134316778,0.043950924,6879b716-01ad-4794-b54f-3f7a242225fa,0.177877666,0.087317221,0.089720011,0.043950924,0.163204727,0.135783836,0.151344421,0.225335415
767,Tornado Garland-Rowlett,9293316a-497f-4c06-adf8-10352d1ef9ef,32.90934423,-96.520213,8406,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,2,0,1994,No data,hip,Hip,3 tab shingles,Asphalt shingles,2,0,,0,0,15,0,0,0,no,No,5,51,51,48,51,0.745045448,0.129816948,0.041154395,9293316a-497f-4c06-adf8-10352d1ef9ef,0.172853322,0.083388351,0.083023751,0.041154395,0.156521722,0.131848429,0.149270209,0.220475408
768,Tornado Garland-Rowlett,f408c1d5-e63a-401a-93b0-27a76b7bc554,32.90934474,-96.52000214,8410,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,1,0,1994,No data,hip,Hip,laminated asphalt shingles,Asphalt shingles,2,0,,0,0,0,0,0,0,no,No,0,51,51,48,51,0.745045448,0.128534554,0.040364806,f408c1d5-e63a-401a-93b0-27a76b7bc554,0.166979071,0.081220166,0.082219383,0.040364806,0.150529273,0.135076939,0.152765247,0.219121547
769,Tornado Garland-Rowlett,810b0bbd-0356-4572-a822-a19166016d40,32.9093461,-96.51978307,8414,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,0,0,1994,No data,hip,Hip,3 tab shingles,Asphalt shingles,2,0,,0,0,0,0,0,0,no,No,0,51,51,48,51,0.745045448,0.128910945,0.037952728,810b0bbd-0356-4572-a822-a19166016d40,0.169189139,0.078188766,0.076937614,0.037952728,0.152521485,0.135868392,0.155386092,0.225243343
770,Tornado Garland-Rowlett,d48817f7-bec3-4330-bcb5-fb55f271d538,32.90935113,-96.5195446,8418,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,1,0,1993,No data,hip,Hip,laminated asphalt shingles,Asphalt shingles,2,0,,0,0,0,0,0,0,no,No,0,51,51,48,51,0.745045448,0.129278864,0.038657914,d48817f7-bec3-4330-bcb5-fb55f271d538,0.167187131,0.078926706,0.077696397,0.038657914,0.156885301,0.135990425,0.152666361,0.226220674
771,Tornado Garland-Rowlett,4410eb42-f49c-46b5-a8bc-36f7f1222b2e,32.90956541,-96.51904101,5318,LUNA CIR, Rowlett, Rowlett,TX,75088,Wind,29.05677246,1,0,1992,No data,hip,Hip,laminated asphalt shingles,Asphalt shingles,2,0,,0,0,0,0,0,0,no,No,0,51,51,48,51,0.569740636,0.124428424,0.036620636,4410eb42-f49c-46b5-a8bc-36f7f1222b2e,0.159251778,0.074864373,0.073987748,0.036620636,0.141330753,0.135578378,0.154328991,0.219464735
772,Tornado Garland-Rowlett,e0ad5b0d-e4da-4e04-a21f-5a74e4ed6ba2,32.90935664,-96.51890154,5402,LUNA CIR, Rowlett, Rowlett,TX,75088,Wind,29.05677246,1,0,1992,No data,hip,Hip,laminated asphalt shingles,Asphalt shingles,1.5,0,,0,0,5,0,0,0,no,No,0,51,51,48,51,0.569740636,0.126645634,0.035733496,e0ad5b0d-e4da-4e04-a21f-5a74e4ed6ba2,0.162520292,0.074931678,0.072169483,0.035733496,0.150085213,0.137246795,0.15498695,0.225491164
773,Tornado Garland-Rowlett,01ae393d-87b7-4aaf-9e0f-504db22b98e0,32.90934103,-96.51850399,5406,LUNA CIR, Rowlett, Rowlett,TX,75088,Wind,29.05677246,0,0,1991,No data,hip,Hip,laminated asphalt shingles,Asphalt shingles,2,0,,0,0,0,0,0,0,no,No,0,51,51,48,51,0.569740636,0.124867717,0.033359042,01ae393d-87b7-4aaf-9e0f-504db22b98e0,0.160051472,0.070836157,0.065835778,0.033359042,0.146009826,0.138730488,0.156240508,0.227878465
774,Tornado Garland-Rowlett,385dd372-9df3-418c-a526-55a8525f4391,32.90948086,-96.51837103,5410,LUNA CIR, Rowlett, Rowlett,TX,75088,Wind,29.05677246,0,0,1992,No data,hip,Hip,3 tab shingles,Asphalt shingles,2,0,,0,0,0,0,0,0,no,No,0,51,51,48,51,0.569740636,0.123385214,0.03370307,385dd372-9df3-418c-a526-55a8525f4391,0.155346993,0.071697295,0.067396956,0.03370307,0.14270316,0.137193617,0.154524589,0.224516034
775,Tornado Garland-Rowlett,79ee09b5-a68c-4673-85ac-45adce4db0bf,32.91017576,-96.51843036,5502,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,29.05677246,1,0,1992,No data,hip,Hip,3 tab shingles,Asphalt shingles,2,0,,0,0,10,0,0,0,no,No,0,51,51,48,51,0.569740636,0.124082929,0.034891629,79ee09b5-a68c-4673-85ac-45adce4db0bf,0.150538866,0.067818076,0.071268479,0.034891629,0.143463112,0.139091066,0.161724043,0.223868162
776,Tornado Garland-Rowlett,e66eeb63-a2d5-496b-b394-eecb3f763b13,32.91012798,-96.51900526,5417,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,1,0,1993,No data,hip,Hip,3 tab shingles,Asphalt shingles,2,0,,0,0,10,0,0,0,no,No,0,51,51,48,51,0.745045448,0.124749135,0.038484608,e66eeb63-a2d5-496b-b394-eecb3f763b13,0.15555402,0.071939869,0.077907943,0.038484608,0.14241998,0.136960808,0.158460454,0.216265401
777,Tornado Garland-Rowlett,f533a0d3-e149-4352-95ac-3c179b7fe9b7,32.90999077,-96.51913737,5413,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,4,0,1991,No data,hip,Hip,3 tab shingles,Asphalt shingles,2,0,,20,20,40,0,0,0,no,No,0,51,51,48,51,0.745045448,0.127674974,0.037104852,f533a0d3-e149-4352-95ac-3c179b7fe9b7,0.162350144,0.072140263,0.075051728,0.037104852,0.155237051,0.140305302,0.15869887,0.220511578
778,Tornado Garland-Rowlett,20aa30c9-79fe-429a-86ff-86cd188b591b,32.91018683,-96.5200723,8406,WILLOWBROOK DR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,4,0,1989,No data,gable,Gable,laminated asphalt shingles,Asphalt shingles,1,0,,100,100,100,0,40,50,yes,Yes,15,51,51,48,51,0.745045448,0.132004275,0.041495618,20aa30c9-79fe-429a-86ff-86cd188b591b,0.166637388,0.076537837,0.085560794,0.041495618,0.16415766,0.138345236,0.160750045,0.222549623
779,Tornado Garland-Rowlett,de565965-8edb-4eb0-a765-8e7822169a74,32.91018783,-96.52028745,8402,WILLOWBROOK DR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,4,0,1987,No data,gable,Gable,laminated asphalt shingles,Asphalt shingles,1.5,0,,85,85,90,25,30,30,no,No,0,51,51,48,51,0.745045448,0.132027682,0.044021133,de565965-8edb-4eb0-a765-8e7822169a74,0.164756003,0.079751328,0.090695964,0.044021133,0.162313685,0.135832078,0.158610362,0.220240903
780,Tornado Garland-Rowlett,96528cad-acab-4e8f-8565-36e0f0d08191,32.91065351,-96.52020733,8405,WILLOWBROOK DR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,4,0,1992,No data,hip,Hip,laminated asphalt shingles,Asphalt shingles,2,0,,100,100,100,100,100,100,yes,Yes,25,51,51,48,51,0.745045448,0.131118257,0.044562508,96528cad-acab-4e8f-8565-36e0f0d08191,0.161804691,0.076910011,0.091802376,0.044562508,0.164502525,0.137227568,0.155252351,0.216884026
781,Tornado Garland-Rowlett,c49d730f-69c9-4846-9070-f2afd23951dd,32.90975146,-96.52173113,5417,ALLEN lN, Rowlett, Rowlett,TX,75088,Wind,49.17299955,2,0,1991,No data,hip,Hip,3 tab shingles,Asphalt shingles,1.5,0,,0,0,10,0,0,0,no,No,10,51,51,48,51,0.964176462,0.138827189,0.049351216,c49d730f-69c9-4846-9070-f2afd23951dd,0.172508289,0.091385312,0.100664188,0.049351216,0.183931687,0.135511348,0.15391397,0.223351499
782,Tornado Garland-Rowlett,b22431a6-3ff5-46b9-b7f4-110426d49c4f,32.909798,-96.52209182,8113,LUNA DR, Rowlett, Rowlett,TX,75088,Wind,49.17299955,2,0,1992,No data,hip,Hip,3 tab shingles,Asphalt shingles,1.5,0,,0,0,30,0,0,0,yes,Yes,10,51,51,48,51,0.964176462,0.140461179,0.050816629,b22431a6-3ff5-46b9-b7f4-110426d49c4f,0.175165031,0.094027314,0.105530577,0.050816629,0.189513887,0.134544175,0.152324603,0.221767213
783,Tornado Garland-Rowlett,69371ecc-0d73-4017-a58e-392acc7e1ed3,32.91034343,-96.52214166,5418,TEAL CIR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,1,0,1988,No data,gable,Gable,3 tab shingles,Asphalt shingles,1,0,,0,0,0,0,0,10,no,No,0,51,51,48,51,0.745045448,0.138216987,0.052896232,69371ecc-0d73-4017-a58e-392acc7e1ed3,0.169784022,0.090975021,0.109058753,0.052896232,0.185550269,0.131267299,0.150123148,0.21608115
784,Tornado Garland-Rowlett,bd78e4a9-ce17-4560-b4aa-69238cdd450c,32.91061714,-96.52217297,5502,TEAL CIR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,1,0,1988,No data,gable,Gable,3 tab shingles,Asphalt shingles,1,0,,0,0,5,0,0,0,no,No,0,51,51,48,51,0.745045448,0.139129695,0.054028692,bd78e4a9-ce17-4560-b4aa-69238cdd450c,0.169327631,0.089743247,0.110202491,0.054028692,0.186256388,0.131495762,0.156439485,0.215543862
785,Tornado Garland-Rowlett,23e1fb31-b07d-4c40-b039-0f02e5970cde,32.91031259,-96.52471208,5505,HIGHGATE LN, Rowlett, Rowlett,TX,75088,Wind,29.05677246,1,0,1992,No data,gable,Gable,laminated asphalt shingles,Asphalt shingles,1,0,,0,0,0,0,0,5,no,No,0,51,51,48,51,0.569740636,0.153101248,0.06697612,23e1fb31-b07d-4c40-b039-0f02e5970cde,0.204066221,0.112046748,0.138199598,0.06697612,0.204153836,0.133486596,0.15550234,0.210378528
786,Tornado Garland-Rowlett,3317bef4-fb21-4726-9873-d88f42a5d65c,32.91066957,-96.52471281,5513,HIGHGATE LN, Rowlett, Rowlett,TX,75088,Wind,29.05677246,0,0,1992,No data,hip,Hip,laminated asphalt shingles,Asphalt shingles,1,0,,0,0,0,0,0,0,no,No,0,51,51,48,51,0.569740636,0.152839938,0.068175646,3317bef4-fb21-4726-9873-d88f42a5d65c,0.193987376,0.10964315,0.140050034,0.068175646,0.213154221,0.130210273,0.157572575,0.209926229
787,Tornado Garland-Rowlett,bab7eff9-f54a-4e49-94d5-d308f77f48df,32.91043226,-96.52422661,8013,PICKARD DR, Rowlett, Rowlett,TX,75088,Wind,29.05677246,3,0,1992,No data,gable,Gable,laminated asphalt shingles,Asphalt shingles,1,0,,5,5,5,0,0,10,no,No,0,51,51,48,51,0.569740636,0.151657058,0.062836593,bab7eff9-f54a-4e49-94d5-d308f77f48df,0.193190763,0.104361547,0.129103031,0.062836593,0.214324474,0.137483088,0.154760665,0.217196299
788,Tornado Garland-Rowlett,0d0eb706-0ec5-4c29-bacd-1766f8199dec,32.9106615,-96.52362993,8105,PICKARD DR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,1,0,1989,No data,gable,Gable,3 tab shingles,Asphalt shingles,1.5,0,,0,0,10,0,0,10,no,No,0,51,51,48,51,0.745045448,0.149194283,0.06192888,0d0eb706-0ec5-4c29-bacd-1766f8199dec,0.187104436,0.10113587,0.126258457,0.06192888,0.207462404,0.135371511,0.154983894,0.219308813
789,Tornado Garland-Rowlett,0057cbb8-32f5-40c4-ab90-93dfca402e5e,32.91082526,-96.52326915,8113,PICKARD DR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,1,0,1989,No data,gable,Gable,laminated asphalt shingles,Asphalt shingles,1,0,,0,0,10,0,0,0,no,No,0,51,51,48,51,0.745045448,0.147382766,0.06036518,0057cbb8-32f5-40c4-ab90-93dfca402e5e,0.191946991,0.097194967,0.123283511,0.06036518,0.192417734,0.134370074,0.158067843,0.221415826
790,Tornado Garland-Rowlett,e2674034-751b-4ac3-abd0-3398b7746bb0,32.91113071,-96.52351438,8106,TEAL DR, Rowlett, Rowlett,TX,75088,Wind,29.05677246,1,0,1989,No data,hip,Hip,laminated asphalt shingles,Asphalt shingles,1,0,,0,0,10,0,0,10,no,No,0,51,51,48,51,0.569740636,0.147903526,0.061760197,e2674034-751b-4ac3-abd0-3398b7746bb0,0.188544657,0.095150382,0.125177017,0.061760197,0.198356906,0.133487636,0.164489214,0.216262198
791,Tornado Garland-Rowlett,4479859f-9081-4b26-a28d-bbbe55bfb239,32.91154124,-96.52373621,8101,TEAL DR, Rowlett, Rowlett,TX,75088,Wind,29.05677246,1,0,1989,No data,hip,Hip,laminated asphalt shingles,Asphalt shingles,1,0,,0,0,0,0,0,10,no,No,0,51,51,48,51,0.569740636,0.149178895,0.066606263,4479859f-9081-4b26-a28d-bbbe55bfb239,0.191630449,0.096582769,0.132717255,0.066606263,0.201650899,0.12845784,0.167459501,0.208326185
792,Tornado Garland-Rowlett,83d0537d-2987-47ec-800a-93c015d7f5c6,32.91162568,-96.52338662,5605,TEAL CT, Rowlett, Rowlett,TX,75088,Wind,29.05677246,1,0,1989,No data,hip,Hip,3 tab shingles,Asphalt shingles,1.5,0,,0,0,0,0,0,5,no,No,0,51,51,48,51,0.569740636,0.145854025,0.064084381,83d0537d-2987-47ec-800a-93c015d7f5c6,0.18684053,0.092979429,0.129768505,0.064084381,0.187606507,0.129077811,0.16917573,0.207299303
793,Tornado Garland-Rowlett,26438486-1c9a-497b-ab72-8423946d9cca,32.91151908,-96.52268554,5602,TEAL CT, Rowlett, Rowlett,TX,75088,Wind,37.99731784,1,0,1988,No data,gable,Gable,laminated asphalt shingles,Asphalt shingles,1,0,,0,0,0,0,0,5,no,No,0,51,51,48,51,0.745045448,0.144881785,0.059248289,26438486-1c9a-497b-ab72-8423946d9cca,0.185331543,0.088726772,0.122008161,0.059248289,0.197059568,0.131709346,0.161921461,0.213049137
794,Tornado Garland-Rowlett,abce5721-f08e-4d11-9f06-77677a339c68,32.91136168,-96.52258061,5518,TEAL CIR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,1,0,1988,No data,gable,Gable,laminated asphalt shingles,Asphalt shingles,1,0,,0,0,10,0,0,5,no,No,5,51,51,48,51,0.745045448,0.144598318,0.056957301,abce5721-f08e-4d11-9f06-77677a339c68,0.183221465,0.087069395,0.116080431,0.056957301,0.194302206,0.133986858,0.167519716,0.217649171
795,Tornado Garland-Rowlett,84b684eb-34a8-4c43-81f8-fd6a68f81947,32.91059138,-96.52279325,5501,TEAL CIR, Rowlett, Rowlett,TX,75088,Wind,37.99731784,3,0,1988,No data,gable,Gable,laminated asphalt shingles,Asphalt shingles,1,0,,0,0,100,0,0,20,no,No,10,51,51,48,51,0.745045448,0.143726355,0.056939993,84b684eb-34a8-4c43-81f8-fd6a68f81947,0.182757514,0.094397924,0.118277575,0.056939993,0.192932454,0.131525028,0.156000789,0.216979568
796,Hurricane Harvey,12d068d3-5948-4d6f-9204-e04942773081,28.01198,-97.066175,912,S Verne st,Rockport,Aransas County,TX,78382,Wind,58.20742065,1,0,2015,IRC 2006,hip/gable,Combo,asphalt shingles (laminated),Asphalt shingles,1,0,,0,0,10,0,0,10,yes,No,0,74,66,66,74,0.786586766,0.245947874,0.20147452,12d068d3-5948-4d6f-9204-e04942773081,0.246318341,0.232971326,0.203317585,0.20147452,0.210707308,0.29180913,0.319433189,0.261551594
797,Hurricane Harvey,e2a0e034-1857-4a35-a94a-ef7e4e8b7a75,28.011826,-97.066229,916,S Verne St ,Rockport,Aransas County,TX,78382,Wind,58.20742065,2,0,2014,IRC 2006,hip,Hip,asphalt shingles (laminated),Asphalt shingles,1,0,,0,30,30,0,0,0,no,No,5,74,66,66,74,0.786586766,0.246464006,0.197884271,e2a0e034-1857-4a35-a94a-ef7e4e8b7a75,0.25505828,0.233410173,0.203590582,0.204308876,0.197884271,0.292729871,0.325248996,0.259481002
798,Hurricane Harvey,0b4d6fdd-7a2c-4f95-a1ac-12fba3a89465,28.011604,-97.065899,919,S Fuqua St,Rockport,Aransas County,TX,78382,Wind,58.20742065,1,0,2014,IRC 2006,gable,Gable,asphalt shingles (laminated),Asphalt shingles,1,0,,0,0,10,0,0,10,yes,No,0,74,66,66,74,0.786586766,0.244462384,0.197506376,0b4d6fdd-7a2c-4f95-a1ac-12fba3a89465,0.252852744,0.232450659,0.20261237,0.200569817,0.197506376,0.289370946,0.321053564,0.259282599
799,Hurricane Harvey,4ffffd48-997f-4e03-8ffa-2378c9a1f8e8,28.011416,-97.067184,935,S Verne st ,Rockport,Aransas County,TX,78382,Wind,58.20742065,3,0,2007,IRC 2003,hip/gable,Combo,asphalt shingles (laminated),Asphalt shingles,1,0,,0,0,60,0,0,0,yes,No,0,74,66,66,74,0.786586766,0.252606792,0.20650737,4ffffd48-997f-4e03-8ffa-2378c9a1f8e8,0.257858146,0.243468655,0.213582681,0.214777343,0.20650737,0.293927088,0.332280164,0.258452888
800,Hurricane Harvey,fa9e3a87-11b5-46e5-b63b-c204f5f3f6f8,28.011535,-97.067122,931,S Verne st,Rockport,Aransas,TX,78382,Wind,58.20742065,2,0,2007,IRC 2003,hip/gable,Combo,asphalt shingles (3-tab),Asphalt shingles,1,0,,0,0,40,0,0,0,yes,No,0,74,66,66,74,0.786586766,0.25117119,0.206550266,fa9e3a87-11b5-46e5-b63b-c204f5f3f6f8,0.260543937,0.242046488,0.208933354,0.213720002,0.206550266,0.293377997,0.325049928,0.25914755
801,Hurricane Harvey,a18dd0b8-361d-47ec-a8c2-23cd54194a83,28.011673,-97.067076,927,S Verne st ,rockport ,Aransas County,TX,78382,Wind,58.20742065,2,0,2006,IRC 2003,hip/gable,Combo,asphalt shingles (laminated),Asphalt shingles,1,0,,0,0,30,0,0,0,yes,No,0,74,66,66,74,0.786586766,0.251161391,0.208487015,a18dd0b8-361d-47ec-a8c2-23cd54194a83,0.263311112,0.238329761,0.21107283,0.210789134,0.208487015,0.293579449,0.325997731,0.257724097
802,Hurricane Harvey,4925ce6c-591f-4cc9-84ab-a35a9959bb86,28.011805,-97.067036,923,S Verne st ,Rockport ,Aransas County,TX,78382,Wind,58.20742065,2,0,2006,IRC 2003,hip/gable,Combo,asphalt shingles (laminated),Asphalt shingles,1,0,,0,0,30,0,0,0,yes,No,0,74,66,66,74,0.786586766,0.253455318,0.209586117,4925ce6c-591f-4cc9-84ab-a35a9959bb86,0.265658718,0.232706427,0.209705095,0.209586117,0.210343176,0.30253003,0.330978456,0.266134521
803,Hurricane Harvey,3900ee49-0bd5-44c0-864b-73ae24856c1a,27.998788,-97.074257,2003,South Doughty Street,Rockport,Aransas County,TX,78382,Wind,57.99284756,2,0,2009,IRC 2006,hip,Hip,asphalt shingles (laminated),Asphalt shingles,1,3.657421518,,0,0,30,0,0,0,no,No,0,74,66,66,74,0.783687129,0.245041414,0.139429767,3900ee49-0bd5-44c0-864b-73ae24856c1a,0.262726935,0.256782352,0.185360128,0.139429767,0.193915955,0.275019764,0.323738202,0.32335821
804,Hurricane Harvey,8e47bb44-76de-41b8-b42a-ea093e73788f,27.998228,-97.07315,2011,South Kossuth St.,Rockport,Aransas County,TX,78382,Wind,57.99284756,4,0,1940,SSBC,gable,Gable,asphalt shingles (laminated),Asphalt shingles,1,1.828710759,,100,100,100,70,70,80,no,No,25,74,66,66,74,0.783687129,0.23764268,0.134789328,8e47bb44-76de-41b8-b42a-ea093e73788f,0.251746567,0.25477482,0.161300009,0.134789328,0.198701707,0.266024859,0.312091296,0.321712857
805,Hurricane Harvey,e8e49247-36ab-4f29-9cf9-a3b287a7cb8d,27.998042,-97.073231,2015,South Kossuth Street,Rockport,Aransas County,TX,78382,Wind,57.99284756,2,0,1940,SSBC,gable,Gable,asphalt shingles (3-tab),Asphalt shingles,1,1.828710759,,0,0,20,0,0,0,no,No,0,74,66,66,74,0.783687129,0.237953981,0.136023605,e8e49247-36ab-4f29-9cf9-a3b287a7cb8d,0.266432378,0.255588699,0.161345345,0.136023605,0.198512847,0.262747029,0.303521629,0.319460315
806,Hurricane Harvey,826f8581-43e8-46e9-89ba-b1aa3e31b826,27.997854,-97.073307,2019,South Kossuth Street,Rockport,Aransas County,TX,78382,Wind,57.99284756,4,0,1940,SSBC,gable,Gable,asphalt shingles (laminated),Asphalt shingles,1,1.828710759,,100,100,100,80,90,100,no,No,20,74,66,66,74,0.783687129,0.234422218,0.130414492,826f8581-43e8-46e9-89ba-b1aa3e31b826,0.258721735,0.257122056,0.154953703,0.130414492,0.186971045,0.263743258,0.308173082,0.315278377
